Experiment@Obor@Model@Kód vstupního projektu@Pořadí@Klíčová slova@Název česky@Míra podobnosti
Skupina 2@AL - Umění, architektura, kulturní dědictví@doc2vec_100_100@DF11P01OVV008@0@high-performance lime mortars; pseudo-ductility; salt resistance; internal hydrophobicity; micromechanics-based material design; fiber reinforcement; cocciopesto; metakaolin additive; oil additive@Vysokohodnotné a kompatibilní vápenné malty pro extrémní aplikaci při restaurování, opravách a preventivní údržbě architektonického dědictví@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@DF11P01OVV008@0@high-performance lime mortars; pseudo-ductility; salt resistance; internal hydrophobicity; micromechanics-based material design; fiber reinforcement; cocciopesto; metakaolin additive; oil additive@Vysokohodnotné a kompatibilní vápenné malty pro extrémní aplikaci při restaurování, opravách a preventivní údržbě architektonického dědictví@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@DF11P01OVV008@1@reinforcement@Vývoj univerzální technologie pro rozpojování, nakládání a zpevňování hornin na pásovém podvozku@0.0755
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@DF11P01OVV008@2@high-performance computing@Zabezpečení účasti ČR v iniciativě PRACE a přístupu akademické obce a průmyslu ČR k HPC prostředkům na evropské úrovni@0.0641
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@DF11P01OVV008@3@traditional lime technologies; lime mortars; design of repair mortars; like for like approach; compatibility; authenticity; building archaeology; material provenance studies@Vápenné materiály pro restaurování a konzervování autentických prvků historických staveb@0.0501
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@DF11P01OVV008@4@polymers; composites; additive manufacturing@Pokročilé polymerní a kompozitní materiály pro aditivní výrobu@0.0409
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@DF11P01OVV008@5@spring salt@Karlovarská vřídelní sůl@0.0406
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@GP13-39515P@0@Soviet architecture; ideology; propaganda; monograph@Moskva 1937 - architektura a propaganda v západní perspektivě@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@GP13-39515P@1@architecture@Budování partnerství a rozvoj spolupráce v oblasti architektury mimo tradiční centra@0.1605
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@GP13-39515P@2@Soviet Union; Soviet bloc; communism; historiography@Mezi partikularismem a integrací: sovětský blok a sovětský komunismus v letech 1945-1990@0.0898
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@GP13-39515P@3@Architecture; history@Architekt Josef Gočár - vědecký katalog díla@0.0787
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@GP13-39515P@4@Hollar drawing monograph@Václav Hollar: Kreslířské dílo@0.0747
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@GP13-39515P@5@church; architecture@Výzkum venkovských kostelů v Čechách@0.0712
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@IBS8033202@0@documentation; edition; epigraphy; inscription; methodology; monument@Zpracování epigrafických artefaktů pro praxi památkové péče - strukturovaný metodický a věcný materiál s obrazovou dokumentací@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@IBS8033202@1@Edition@Příprava vybraných památek české kantorské hudby pro pramenné vydání@0.1622
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@IBS8033202@2@World heritage; documentation@Koordinace přípravy a spoluúčast na zajištění dokumentace kulturních památek vybraných k nominaci do Seznamu světového dědictví@0.0522
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@IBS8033202@3@Sepulchral Sculpture; Epigraphy; the Middle Ages@Monumenta mortis et memoriae. Sepulkrální skulptura ve výtvarném umění českého středověku.@0.0496
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@IBS8033202@4@Graveyard; Sepulchral monument; Sudetenland; Damage; Documentation; Abandoned Cemeteries@Paměť hřbitovů: průzkum a dokumentace pro udržitelnou péči o sepulkrální památky v oblasti někdejších Sudet@0.0473
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@IBS8033202@5@Edition; Early music; Source; Music monuments; Critical edition@Příprava kritické edice vybraných památek české hudby@0.0429
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@PK99P04OPP020@0@Fortification; army engeneers command; Moravia; Silesia; late 1930´s; documentation; construction of the czechoslovak fortifications@Terénní průzkum čsl. opevnění z let 1935-1938. Severní Morava. Okresy Jeseník a Šumperk.@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@PK99P04OPP020@1@Serials; Czech; Republic; Moravia; Silesia@První století českého časopisectví na Moravě a ve Slezsku (1842-1948)@0.0624
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@PK99P04OPP020@2@clusters; evolution; networks; actors; automotive; cluster; Moravia-Silesia; biotech; cluster; Prague; engineering; cluster; Moravia-Silesia@Životní cyklus klastrů - role aktérů, sítí a institucí při vzniku, růstu, úpadku a znovuoživení klastrů@0.0503
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@PK99P04OPP020@3@language; literature; culture; Bohemia; Moravia; Silesia; Poland@Jazyk ? literatura ? kultura: vztahy české, moravské, polské a slezské v minulosti a dnes@0.0466
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@PK99P04OPP020@4@late blight@Tvorba výchozích šlechtitelských materiálů s geny horizontální rezistence plísni bramborové.@0.0456
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@PK99P04OPP020@5@Gold; prehistory; Moravia; Silesia; importance of gold@Zlato v pravěku Moravy a českého Slezska@0.0456
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@RK01P03OMG027@0@glass; studio glass@Česká ateliérová sklářská tvorba 20. století - sbírka Východočeského muzea v Pardubicích.@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@RK01P03OMG027@1@crystal glass@Výroba užitkového skla z olovnatého křišťálu o hmotnosti 3000 až 5000 gr@0.2426
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@RK01P03OMG027@2@laminated glass; safety glass; glass with reinforcement-curtain glass facade panel@Vrstvené bezpečnostní sklo s výztuží@0.1884
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@RK01P03OMG027@3@silicate glass; glass irradiation; glass surface; glass relaxation; chemical and irradiation resistances@Silikátová skla modifikovaná elektronovým svazkem@0.1795
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@RK01P03OMG027@4@technical innovatio; calibration; glass tubes; glass flasks; glass@Automatická regulace prefabrikace vnitřních průměrů skla@0.1731
Skupina 2@AL - Umění, architektura, kulturní dědictví@tf-idf_(5,5)@RK01P03OMG027@5@glass; coloured glass; crystal glass; composition optimalization; energy saving@*Impuls MSK.@0.166
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@DF11P01OVV008@0@high-performance lime mortars; pseudo-ductility; salt resistance; internal hydrophobicity; micromechanics-based material design; fiber reinforcement; cocciopesto; metakaolin additive; oil additive@Vysokohodnotné a kompatibilní vápenné malty pro extrémní aplikaci při restaurování, opravách a preventivní údržbě architektonického dědictví@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@DF11P01OVV008@1@mortar mixes; light-weight mineral admixtures; pozzolana activity; microstructure; mechanical parameters; thermal properties; hygric properties; salt transport and accumulation; durability; corrosion@Vlastnosti, trvanlivost a chování lehkých maltových směsí s minerálními plnivy@0.9403
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@DF11P01OVV008@2@injection; deep penetration; strengthening; doping agents; composites; polymers; lime-based materials; technical seismicity; natural seismicity; degradation; grout mixtures; masonry; adhesion; interaction; porous system; viscosity; stability; nanomaterials; nanodispersions; nanofibres; masonry units; mortar; plasters; tie; arches; support system; foundation@Vývoj a výzkum materiálů, postupů a technologií pro restaurování, konzervaci a zpevňování historických zděných konstrukcí a povrchů a systémů preventivní ochrany historických a památkově chráněných objektů ohrožených antropogenními a přírodními riziky@0.9321
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@DF11P01OVV008@3@high performance cement-based composites; hybrid-fiber reinforcement; high-temperature loading; physical and chemical experimental analysis; residual properties; material properties during the thermal loading; improvement of thermal resistance@Analýza fyzikálních a chemických procesů při vysokoteplotním zatížení vysokohodnotných cementových kompozitů s hybridní vláknovou výztuží@0.9234
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@DF11P01OVV008@4@composite; gypsum; fibred armature; fire resistance; surface treatment; secondary raw materials@Požárně odolné kompozitní prvky vyrobené speciální technologií s využitím druhotných surovin@0.9162
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@DF11P01OVV008@5@strain hardening fiber reinforced cementitious composites (SHCC); ultra high performance fiber reinforced cementitious composites (UHPFRCC); functionally graded materials; integrated structures and materials design; combined experimental-numerical approach@Prvky z funkčně vrstvených vláknocementových kompozitů@0.9155
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@GP13-39515P@0@Soviet architecture; ideology; propaganda; monograph@Moskva 1937 - architektura a propaganda v západní perspektivě@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@GP13-39515P@1@Politics; History; Politics; Memory; Protectorate; Bohemia; Moravia; German; Occupation; History; Historiography; Nazi; propaganda@Politika historie a paměti v českých zemích v době nacistické okupace@0.8501
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@GP13-39515P@2@Political; Repressions; Communist; Regime; Czechoslovakia; Soviet; Union@Perzekuce československých občanů v Sovětském svazu (1918-1956)@0.8404
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@GP13-39515P@3@Soviet Union; Soviet bloc; communism; historiography@Mezi partikularismem a integrací: sovětský blok a sovětský komunismus v letech 1945-1990@0.8337
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@GP13-39515P@4@Communist Party of Czechoslovakia; Communist Internationale; Comintern; Czechoslovakia; Societ Union; communism; people front; bolshevisation; fascism; nacism; marxism; occupation; resistence; national question; stalinism@VKS(b), Kominterna a KSČ 1929-1943, vědecká edice dokumentů@0.8294
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@GP13-39515P@5@Contemporary History Communist Party of Czechoslovakia politics ideology Bolshevism radical socialism@Komunistická strana Československa a bolševismus@0.8292
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@IBS8033202@0@documentation; edition; epigraphy; inscription; methodology; monument@Zpracování epigrafických artefaktů pro praxi památkové péče - strukturovaný metodický a věcný materiál s obrazovou dokumentací@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@IBS8033202@1@edition; law book; linguistic analysis@Edice míšenské právní knihy a její jazykový rozbor@0.8155
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@IBS8033202@2@"Musicology
Complete; edition
Historical-critical; edition
Sheet; music; edition
Editor-in-Chief
Editorial; Board
Redaction
Source; research
Heuristic; preparation
Autograph
Correspondence
Editorial; guidelines
Collation
Musical; text
Editorial; manuscript
List; Alternative; Readings
Critical; report
Database"@Souborné vydání Bohuslava Martinů - 2. fáze@0.8153
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@IBS8033202@3@cultural heritage; monastery; Benedictine order; historical library; art; architecture; map collection; graphic collection; church history; exhibition; subject sorting; 3D model; specialized map; historical coverage; ancient monument; virtual presentati?@Benediktinský klášter Rajhrad jako kulturní fenomén@0.809
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@IBS8033202@4@monastery; history; architecture; iconography; database; source@Komentovaná digitální databáze ikonografických a geodetických pramenů ke stavebním dějinám českých klášterů@0.8035
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@IBS8033202@5@philology; reception; manuscript studies; medieval history; mnemotechnics; literature; memory; paleography; codicology@"Jak si zapamatovat Bibli: Recepce ""Summarium Biblie"" ve 13.-15. století"@0.8028
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@PK99P04OPP020@0@Fortification; army engeneers command; Moravia; Silesia; late 1930´s; documentation; construction of the czechoslovak fortifications@Terénní průzkum čsl. opevnění z let 1935-1938. Severní Morava. Okresy Jeseník a Šumperk.@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@PK99P04OPP020@1@Implementation; tactical doctrine of the NATO ground forces; normative acts of the Czech Army ground forces; unit; regiment; division@IMPLEMENTACE-Možnosti implementace taktické doktríny pozemních sil NATO v podmínkách pozemních sil AČR@0.9338
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@PK99P04OPP020@2@complete conception of the military professionals education; recruit sources; army legislative@VOJPROV-Vzdělávání vojenských profesionálů@0.9306
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@PK99P04OPP020@3@"NATO accession; Czech Military in New Missions; the position of the Military in society; the influence of changes to young generation and political elite; new legislature; restructalization and redislocation of the military; building of ""a security commu"@SPOLEČNOST - Dopad vstupu do NATO na vztahy armády a společnosti@0.9245
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@PK99P04OPP020@4@The Ministry of Defense; The Ministry of Interior; The Central administrative authorities; regional administrative authorities; municipalities with extended competence; The State management support; crisis situation; military situations; non-military si?@CRISIS - Krizové řízení NCRS (NATO Crisis Responsibility Systems) jako základní předpoklad rozvoje operačních schopností v oblasti informační a znalostní podpory řízení ozbrojených sil v rámci bezpečnostního systému České republiky@0.919
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@PK99P04OPP020@5@Protection of international airports of the Czech Republic; Unlawful interference in to civil aviation; Motion detection and control of the radiation sources; Identification of the vehicle movement; RTG operators training and certification@Vytvoření informační báze pro zvýšení bezpečnostních standardů na ochranu mezinárodních letišť ČR.@0.9156
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@RK01P03OMG027@0@glass; studio glass@Česká ateliérová sklářská tvorba 20. století - sbírka Východočeského muzea v Pardubicích.@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@RK01P03OMG027@1@laminated glass; safety glass; glass with reinforcement-curtain glass facade panel@Vrstvené bezpečnostní sklo s výztuží@0.9025
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@RK01P03OMG027@2@technical innovatio; calibration; glass tubes; glass flasks; glass@Automatická regulace prefabrikace vnitřních průměrů skla@0.8987
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@RK01P03OMG027@3@microwave technique; glass processing; glass furnace; glass manufacture; ecology@Zařízení pro mikrovlnné tavení skla@0.8979
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@RK01P03OMG027@4@glass; coloured glass; crystal glass; composition optimalization; energy saving@*Impuls MSK.@0.8916
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(fasttext-wiki-news-subwords-300)@RK01P03OMG027@5@phosphate glasses; borophosphate glasses; glass structure; glass properties@Vícesložková fosforečnanová a borofosforečnanová skla@0.8768
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@DF11P01OVV008@0@high-performance lime mortars; pseudo-ductility; salt resistance; internal hydrophobicity; micromechanics-based material design; fiber reinforcement; cocciopesto; metakaolin additive; oil additive@Vysokohodnotné a kompatibilní vápenné malty pro extrémní aplikaci při restaurování, opravách a preventivní údržbě architektonického dědictví@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@DF11P01OVV008@1@hazardous waste disposal and material utilisation; solidification/stabilisation (S/S); chemical extraction; thermal processes; metal recycling; secondary raw materials; product@Výzkum efektivního odstraňování případně znovuvyužití nebezpečných odpadů a odpadů ukládaných na skládkách@0.9787
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@DF11P01OVV008@2@abraisve wear; bimetal; hardfacing; structure; carbides; heat treatment; adhesive; tools of agricultural machinery@Výzkum a vývoj otěruvzdorných materiálů a technologií pro jejich využití u zemědělských strojů@0.9775
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@DF11P01OVV008@3@polymer matrices; composites; waste management; glass and carbon fiber@Technologická jednotka pro úpravu a nového užití základních složek odpadu pocházejícího z vláknitých polymerních matric a kompozitů.@0.9768
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@DF11P01OVV008@4@Innovations of weldments; Alternative materials; Optimization of welding technology; Friction stir welding@Návrh a optimalizace svařovaných konstrukcí částí hrubých staveb skříní a podvozků kolejových vozidel@0.9763
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@DF11P01OVV008@5@HT PEMFC; Scaling up; Polymer electrolyte; Pt based electrocatalysts; Degradation mechanisms; Stack manufacturing; Bipolar plates; Mathematical modelling; Engineering impimization; Fuel processor@Understanding the Degradation Mechanisms of a High Temperature PEMFC Stack and Optimization of the Individual Components@0.9762
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@GP13-39515P@0@Soviet architecture; ideology; propaganda; monograph@Moskva 1937 - architektura a propaganda v západní perspektivě@1.0
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@GP13-39515P@1@Historical Atlas; Czech Silesia; Identities; Historical Demography; Cultural Landscape@VELKÝ HISTORICKÝ ATLAS ČESKÉHO SLEZSKA - Identita, kultura a společnost českého Slezska v procesu společenské modernizace s dopadem na kulturní krajinu.@0.9445
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@GP13-39515P@2@nobility-medieval; selfreflection; representation; necropoles; monasteries; historiography; forgeries; genealogy; policy-marital; manors; officials; chronicles-noble; symbols; iconography; towns-medieval; support-cultural; history of art; humanism@Česká šlechta v pozdním středověku: Spektrum a formy šlechtické sebereflexe a reprezentace@0.9408
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@GP13-39515P@3@vicepresident; European Mathematical Society; EMS@Vykonávání funkce vicepresidenta Evropské matematické společnosti@0.9351
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@GP13-39515P@4@modern architecture topography; postwar architecture; architecture of the 1980s; socialist architecture; identification; evaluation; preservation; revitalisation@Architektura osmdesátých let v České republice. Osobitost, identita a paralelní úvahy na pozadí normalizace.@0.933
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@GP13-39515P@5@history; 9th - 20th century; historiography; historical research; scholars; biography; bibliography; Bohemia; Moravia; Silesia; Lusatia; Czechoslovakia; Czech studies@Lexikon současných zahraničních historiků-bohemistů@0.9317
Skupina 2@AL - Umění, architektura, kulturní dědictví@word2vec_(glove-twitter-25)@IBS8033202@0@documentation; edition; epigraphy; inscription; methodology; monument@Zpracování epigrafických artefaktů pro praxi památkové péče - strukturovaný metodický a věcný materiál s obrazovou dokumentací@1.0
