Experiment@Model@Kód vstupního projektu@Pořadí@Klíčová slova@Název česky@Míra podobnosti
Skupina 2@doc2vec_100_100@QJ1630210@4@Leishmania; virulence factors; genomics@Funkční genomika leishmanií zaměřená na studium virulenčních faktorů@0.4239000082015991
Skupina 2@doc2vec_100_100@QJ1630210@5@Cultivars@Tvorba moderních systémů pěstování slivoní@0.4180000126361847
Skupina 2@tf-idf_(5,5)@GA13-20613S@0@Financial Sector Supervisory Models; Macroprudential Supervision; Systemic Risk Monitoring; Equilibrium Credit Growth; Non-performing Loans’ Dynamics@Institucionální struktura dohledu nad finančními službami a monitorování systémového rizika ve střední Evropě@1.0
Skupina 2@tf-idf_(5,5)@GA13-20613S@1@banks; efficiency; competition; non-performing loans; monetary policy@Bankovní sektor a měnová politika: Zkušenosti z nových členských zemí EU po desíti letech členství@0.1162
Skupina 2@tf-idf_(5,5)@GA13-20613S@2@Financial sectors; economic fluctuations; systemic risk; credit risk; financial intermediaries' efficiency@Finanční sektory, systemové riziko a ekonomické fluktuace@0.0667
Skupina 2@tf-idf_(5,5)@GA13-20613S@3@Financial Development; Financial Stability; Policy tradeoffs; Financial Sector Strategies; Equilibrium Financial Leverage; Deepening; Financial Supervisory Structures@Hospodářská politika a instituce pro finanční sektor: Současné výzvy při vyvažování finančního rozvoje a stability@0.0667
Skupina 2@tf-idf_(5,5)@GA13-20613S@4@economic integration; crisis; financial shock; systemic risk@Systémová rizika a nerovnováhy v evropských ekonomikách v době krize: teorie a empirie@0.0576
Skupina 2@tf-idf_(5,5)@GA13-20613S@5@credit; risk; assets@Modelování úvěrového rizika pro portfolia finančních a komoditních aktiv@0.0537
Skupina 2@tf-idf_(5,5)@GA14-02290S@0@Olfactory preferences; evaluative conditioning; mere exposure effect; perception bias; smell; trigeminal perception@Role trigeminální percepce ve formování čichových preferencí@1.0
Skupina 2@tf-idf_(5,5)@GA14-02290S@1@cognition perception memory isolation@Změny ve vnímání a paměti při dlouhodobé izolaci@0.0458
Skupina 2@tf-idf_(5,5)@GA14-02290S@2@air-conditioning unit@Sestavné klimatizační jednotky@0.0456
Skupina 2@tf-idf_(5,5)@GA14-02290S@3@smell; olfactometry; measuring; screening@Chemosenzorická percepce a vývoj jejího měření.@0.0436
Skupina 2@tf-idf_(5,5)@GA14-02290S@4@Decision-Making; Preferences; Perception; Prospect-Theory; Rational-Inattention@Modely nedokonalého rozhodování@0.0411
Skupina 2@tf-idf_(5,5)@GA14-02290S@5@biomarkers; exposure; effect; blood lead level; Cd; As; Hg; urine; children; men@Zdravotní rizika spojená s hutnictvím neželezných kovů ve Východní Evropě: Hodnocení založené na biomarkerech vnitřní dávky a časných negenotoxických účinků.@0.0383
Skupina 2@tf-idf_(5,5)@IAA3013006@0@diffusion; K; Na; feldspar; experiment@Definování nového živcového geospeedometru na základě experimentálních prací a jeho aplikace na vybrané horniny Českého masívu@1.0
Skupina 2@tf-idf_(5,5)@IAA3013006@1@diffusion systems@Kolekticní jevy při externě řízené difuzi v systémech interagujících částic@0.1093
Skupina 2@tf-idf_(5,5)@IAA3013006@2@competition; dispersal; sowing experiment; removal experiment@Dostupnost druhů a funkční struktura jako dominantní faktory určující složení společenstva@0.0611
Skupina 2@tf-idf_(5,5)@IAA3013006@3@SBT; rejection; experiment@Transplantace tenkého střeva v experimentu.@0.0587
Skupina 2@tf-idf_(5,5)@IAA3013006@4@Aerodynamika; vlhkost; experiment@Snížení vlivu vlkosti na výsledky aerodynamických měření ve vysokorychlostním tunelu VZLÚ Palmovka.@0.0578
Skupina 2@tf-idf_(5,5)@IAA3013006@5@phase equilibria; modelling; experiment@Termodynamické vlastnosti soustav kapalina-plyn@0.0481
Skupina 2@tf-idf_(5,5)@LM2015084@0@geothermal energy; EGS; geology@Výzkumná infrastruktura pro geotermální energii@1.0
Skupina 2@tf-idf_(5,5)@LM2015084@1@Geothermal energy@Možnosti využívání geotermálních zdrojů pro energetické účely. Využití geotermální energie v postižených oblastech.@0.446
Skupina 2@tf-idf_(5,5)@LM2015084@2@Research Infrastructure; geothermal; EGS; geology; seismology; Litoměřice@Modernizace výzkumné infrastruktury RINGEN@0.2337
Skupina 2@tf-idf_(5,5)@LM2015084@3@geothermal energy; rotational seismology; volcanic seismology; seismic monitoring; geothermal energy@Šestisložkové kontinuální monitorování seismických rojů a dalších zemětřesení v oblasti Long Valley Caldera, Kalifornie@0.1794
Skupina 2@tf-idf_(5,5)@LM2015084@4@Research of the geothermal; testing borehole; geothermal energy@Geotermální vrtné ověření struktury Litoměřice pro energetické využití.@0.1612
Skupina 2@tf-idf_(5,5)@LM2015084@5@energy@Energetická bezpečnost ČR a budoucnost energetické politiky EU@0.1581
Skupina 2@tf-idf_(5,5)@QJ1630210@0@livestock; genetically valuable breeds of Czech origin; agrobiodiverzity; infectious diseases diagnostics; bacteria; viruses; database; reference strains@Certifikovaná kolekce referenčních kmenů virových a bakteriálních patogenů pro diagnostiku významných onemocnění skotu, prasat, ovcí, koz, koní, drůbeže, králíků, ryb a včel s ohledem na udržitelnost chovu cenných domácích plemen hospodářských zvířat@1.0
Skupina 2@tf-idf_(5,5)@QJ1630210@1@bacteria@Výzkum a vývoj komplexních postupů diagnostiky hospodářsky významných a karanténních fytopatogenních organismů pro systém certifikace ovocných dřevin.@0.0759
Skupina 2@tf-idf_(5,5)@QJ1630210@2@infectious diseases; great apes@Rozvoj vědeckého týmu a laboratoře pro infekční onemocnění společná člověku a lidoopům@0.0743
Skupina 2@tf-idf_(5,5)@QJ1630210@3@database@Inovace a vypracování norem potřeby živin pro hospodářská zvířata a ryby.@0.0707
Skupina 2@tf-idf_(5,5)@QJ1630210@4@Diagnostics@MDSP-1 KTN - Mobilní stanice technické kontroly a diagnostický servisní prostředek@0.067
Skupina 2@tf-idf_(5,5)@QJ1630210@5@biomedical research; cancer and infectious diseases@Biomedicína pro regionální rozvoj a lidské zdroje@0.0532
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA13-20613S@0@Financial Sector Supervisory Models; Macroprudential Supervision; Systemic Risk Monitoring; Equilibrium Credit Growth; Non-performing Loans’ Dynamics@Institucionální struktura dohledu nad finančními službami a monitorování systémového rizika ve střední Evropě@1.0
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA13-20613S@1@Corporate finance; value of firms; risk management; bankruptcy; financial institutions; credit risk; probability of default; structural models; subordinated processes; non-Gaussian distribution@Stanovení pravděpodobnosti úpadku vybraných komerčních bank dle strukturálních modelů s využitím podřízených Lévyho procesů@0.9345
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA13-20613S@2@Financial sectors; economic fluctuations; systemic risk; credit risk; financial intermediaries' efficiency@Finanční sektory, systemové riziko a ekonomické fluktuace@0.9305
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA13-20613S@3@Financial markets; regulation; systemic risk; distributional models; stress tests; forward-looking indicators; vulnerability analysis; bonds; currency crisis; contagion; cyber risk; cryptocurrencies@Nové zdroje systémového rizika na finančních trzích@0.9243
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA13-20613S@4@Bankruptcy prediction model; creditworthy model; financial analysis; financial sustainability; financial health; non-financial aspects of financial health; nongovernmental nonprofit organization; nongovernmental nonprofit sector; rating; accounting@Model finančního zdraví neziskových organizací a predikce jejich finanční zranitelnosti@0.9199
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA13-20613S@5@Financial Development; Financial Stability; Policy tradeoffs; Financial Sector Strategies; Equilibrium Financial Leverage; Deepening; Financial Supervisory Structures@Hospodářská politika a instituce pro finanční sektor: Současné výzvy při vyvažování finančního rozvoje a stability@0.9172
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA14-02290S@0@Olfactory preferences; evaluative conditioning; mere exposure effect; perception bias; smell; trigeminal perception@Role trigeminální percepce ve formování čichových preferencí@1.0
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA14-02290S@1@olfaction; smell; gustation; taste; chemical senses; development; psychophysics; chemosensory awareness@Faktory ovlivňující vývoj chemorecepce v dětství a dospívání v semilongitudinální perspektivě@0.8974
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA14-02290S@2@Baroque Scotism; cognitive theory; Bartolomeo Mastri; Bonaventura Belluto; Francisco Suárez; perception; intellectual cognition; intentionality; self-awareness; attention; scepticism; mental word; adequate object of the intellect; primum cognitum@Teorie poznání v barokním scotismu@0.8629
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA14-02290S@3@visual; perception; sight; recovery; sensory; deprivation@Longitudinální studie zrakového vnímání pacientů se zrakem navráceným po dlouhodobé senzorické deprivaci@0.8599
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA14-02290S@4@emotion perception; psycho-physiological response; ambiguity; reaction time@Behaviorální a psycho-fyziologická reakce na prezentaci ambivalentních obrazových a zvukových stimulů@0.8557
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@GA14-02290S@5@inter-personal perception; physical encounter; aggressiveness; zero-acquintance paradigm; individual differences@Percepce potenciálních oponentů a spojenců v kontextu fyzických konfrontací@0.8508
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@IAA3013006@0@diffusion; K; Na; feldspar; experiment@Definování nového živcového geospeedometru na základě experimentálních prací a jeho aplikace na vybrané horniny Českého masívu@1.0
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@IAA3013006@1@cisplatin; Na+/K+-ATPase; cancerostatics; side; effects@Nefrotoxicita cisplatiny - role Na+/K+-ATPázy@0.9224
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@IAA3013006@2@Candida albicans; Na+,K+/H+-antiporter; K+ homeostasis; cell volume; intracellular pH; pathogenesis@Studium funkce Na+, K+/H+-antiportního systému Cnh1p v patogenní kvasince Candida albicans@0.8921
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@IAA3013006@3@Na/H antiporter; homeostáze kationtů; nižší eukaryota; struktura a funkce membránových proteinů@Transport kationtů a protonů přes buněčné membrány - molekulární struktura a mechanismus aktivity Na+/H+ antiporterů nižších eukaryot II@0.8876
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@IAA3013006@4@Debaryomeces hansenii; Yarrowia lipolytica; yeast; osmotolerance; Na+/H+ antiporter@Charakterizace Na+/H+ antiporterů z Debaryomeces hansenii a Yarrowia lipolytica@0.8836
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@IAA3013006@5@Zbytková biomasa; odpadové hospodářství; odpadová legislativa; kompostování na malých hromadách; kompostovací jednotka; surovinová skladba; míra aerace; enzymatické přípravky; kompostování čerstvé travní hmoty; technické prostředky kompostovací linky; l@Přeměna zbytkové biomasy zejména z oblasti zemědělství na naturální bezzátěžové produkty, využitelné v přírodním prostředí ve smyslu programu harmonizace legislativy ČR a EU@0.875
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@LM2015084@0@geothermal energy; EGS; geology@Výzkumná infrastruktura pro geotermální energii@1.0
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@LM2015084@1@Research Infrastructure; geothermal; EGS; geology; seismology; Litoměřice@Modernizace výzkumné infrastruktury RINGEN@0.9072
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@LM2015084@2@Geothermal energy@Možnosti využívání geotermálních zdrojů pro energetické účely. Využití geotermální energie v postižených oblastech.@0.8959
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@LM2015084@3@geothermal energy; rotational seismology; volcanic seismology; seismic monitoring; geothermal energy@Šestisložkové kontinuální monitorování seismických rojů a dalších zemětřesení v oblasti Long Valley Caldera, Kalifornie@0.869
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@LM2015084@4@energy; modern technology; renewable energy; mines; underground water@Zhodnocení technologií a projektů pro využívání energetického potenciálu důlních vod a optimalizace právních předpisů pro realizaci a bezpečný provoz těchto technologií@0.8323
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@LM2015084@5@geothermal energy; temperature measurement in boreholes; structure geology; geothermal potential maps; lans use conflict maps; heat pumps; direct heat production; cogeneration; state energy concept; Renewable Energy; climate protection; air protection@Analýza potenciálu geotermální energie ve středních a velkých hloubkách na území ČR na základě disponibilních údajů@0.83
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@QJ1630210@0@livestock; genetically valuable breeds of Czech origin; agrobiodiverzity; infectious diseases diagnostics; bacteria; viruses; database; reference strains@Certifikovaná kolekce referenčních kmenů virových a bakteriálních patogenů pro diagnostiku významných onemocnění skotu, prasat, ovcí, koz, koní, drůbeže, králíků, ryb a včel s ohledem na udržitelnost chovu cenných domácích plemen hospodářských zvířat@1.0
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@QJ1630210@1@Cryptosporidium; wild rodents; experimental infections; molecular epidemiology; host-parasite relationships; diversity and biology of parasites; phylogeny@Diverzita, biologie a fylogenetika kryptosporidií parazitujících u hlodavců@0.9091
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@QJ1630210@2@genetic resources; genetic diversity; wheat; barley; resistence; biotic stresses; abiotic stresses; quality of products; DNA markers; agronomic characters; donors of characters; environmental effects@Nová genetická diversita pro aktuální potřeby šlechtění a pěstování pšenice a ječmene@0.9053
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@QJ1630210@3@grapevine premature dying complex of diseases or disease complex biotic causal agents bacteria; phytoplasmas control measures@Detekce prokaryotických patogenů révy vinné a specifikace podmínek pro patogenezi jako předpoklad pro jejich účinnou regulaci@0.9049
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@QJ1630210@4@reference population; genomic selection; pig; status of genes influencing health and meat quality traits of pigs; algorithms for GEPH@Vytvoření referenční populace a vývoj postupů pro odhad genomických plemenných hodnot znaků prasat zařazených do Českého národního šlechtitelského programu.@0.9036
Skupina 2@word2vec_(fasttext-wiki-news-subwords-300)@QJ1630210@5@african swine fever; molecular epidemiology; biological characteristics of strains; disinfection; persistence in environment; biosecurity@Africký mor prasat v České republice: studium molekulární epizootologie a biologických vlastností tuzemských izolátů viru@0.9025
Skupina 2@word2vec_(glove-twitter-25)@GA13-20613S@0@Financial Sector Supervisory Models; Macroprudential Supervision; Systemic Risk Monitoring; Equilibrium Credit Growth; Non-performing Loans’ Dynamics@Institucionální struktura dohledu nad finančními službami a monitorování systémového rizika ve střední Evropě@1.0
Skupina 2@word2vec_(glove-twitter-25)@GA13-20613S@1@Corporate finance; value of firms; risk management; bankruptcy; financial institutions; credit risk; probability of default; structural models; subordinated processes; non-Gaussian distribution@Stanovení pravděpodobnosti úpadku vybraných komerčních bank dle strukturálních modelů s využitím podřízených Lévyho procesů@0.9735
Skupina 2@word2vec_(glove-twitter-25)@GA13-20613S@2@Critical information infrastructure; Critical infrastructure; Cyber Defence@INFRASTRUKTURA ? Ochrana kritické informační infrastruktury v podmínkách resortu MO@0.9733
Skupina 2@word2vec_(glove-twitter-25)@GA13-20613S@3@Interoperability; System Engineering; Safety; Standards; Industry-driven approach@Critical Systems Engineering Acceleration@0.9731
Skupina 2@word2vec_(glove-twitter-25)@GA13-20613S@4@central bank; transparency; communication; financial crisis; macroeconomic stability@Správa centrálních bank: Transparence a komunikace po krizi@0.9722
Skupina 2@word2vec_(glove-twitter-25)@GA13-20613S@5@managerial communication; corporate risk; financial risk; text mining; audio mining; prediction@Modelování emocí ve verbální a neverbální manažerské komunikaci pro predikci podnikových finančních rizik@0.9717
Skupina 2@word2vec_(glove-twitter-25)@GA14-02290S@0@Olfactory preferences; evaluative conditioning; mere exposure effect; perception bias; smell; trigeminal perception@Role trigeminální percepce ve formování čichových preferencí@1.0
Skupina 2@word2vec_(glove-twitter-25)@GA14-02290S@1@strength austenitic steels; could deformation; martensite; localized corrosion types; stress corrosi@Mechanismus degradace deformačně zpevněných korozivzdorných ocelí v agresívních podmínkách@0.9528
Skupina 2@word2vec_(glove-twitter-25)@GA14-02290S@2@functional differential equation; initial value problem; existence and uniqueness@Funkcionální diferenciální rovnice v Banachových prostorech@0.9528
Skupina 2@word2vec_(glove-twitter-25)@GA14-02290S@3@magnetic compass sense; magnetoreception; sensory biology@Neurální, buněčná a molekulární podstata magnetického smyslu@0.9516
Skupina 2@word2vec_(glove-twitter-25)@GA14-02290S@4@specific emission; combustion of solid fuels@Výzkum měrných emisí znečisťujících látek ze spalování tuhých paliv v lokálních topeništích@0.9505
Skupina 2@word2vec_(glove-twitter-25)@GA14-02290S@5@mathematical fuzzy logic; reasoning under uncertainty; possibility theory; BL-algebras; continuous t-norms; propositional calculi; predicat calculi@Matematické základy inference a rozhodování za nejistoty@0.9485
Skupina 2@word2vec_(glove-twitter-25)@IAA3013006@0@diffusion; K; Na; feldspar; experiment@Definování nového živcového geospeedometru na základě experimentálních prací a jeho aplikace na vybrané horniny Českého masívu@1.0
Skupina 2@word2vec_(glove-twitter-25)@IAA3013006@1@Candida albicans; Na+,K+/H+-antiporter; K+ homeostasis; cell volume; intracellular pH; pathogenesis@Studium funkce Na+, K+/H+-antiportního systému Cnh1p v patogenní kvasince Candida albicans@0.9371
Skupina 2@word2vec_(glove-twitter-25)@IAA3013006@2@cisplatin; Na+/K+-ATPase; cancerostatics; side; effects@Nefrotoxicita cisplatiny - role Na+/K+-ATPázy@0.9097
Skupina 2@word2vec_(glove-twitter-25)@IAA3013006@3@řidiči motorových vozidel; autoškola; pravidla silničního provozu; dopravní výchova; paradigma; e-learning; preventivní činnosti v oblasti bezpečnosti provozu na pozemních komunikacích; dopravní značky; křižovatky; motocykl; aut@E-autoškola jako pilotní testování uplatňování E-learningu na všech stupních i ve všech formách vzdělání.@0.9062
Skupina 2@word2vec_(glove-twitter-25)@IAA3013006@4@Debaryomeces hansenii; Yarrowia lipolytica; yeast; osmotolerance; Na+/H+ antiporter@Charakterizace Na+/H+ antiporterů z Debaryomeces hansenii a Yarrowia lipolytica@0.9053
Skupina 2@word2vec_(glove-twitter-25)@IAA3013006@5@vodohospodářský význam lesů; vodní bilance smrku a buku; povrchový odtok na obnovních sečích; vodní režim zamokřeného povodí; možnosti tlumení povodní lesem; vodní režim lesa v bezsrážkových obdobích; optimalizace druhové skladby@Srážkoodtokové poměry horských lesů a jejich možnosti při zmírňování extrémních situací - povodní a sucha@0.9036
Skupina 2@word2vec_(glove-twitter-25)@LM2015084@0@geothermal energy; EGS; geology@Výzkumná infrastruktura pro geotermální energii@1.0
Skupina 2@word2vec_(glove-twitter-25)@LM2015084@1@ammonia emissions; livestock building; indoor airflow; outdoor airflow; atmospheric boundary layer; wind tunnel; CFD validation; LDA and PIV measurement@Vliv parametrů atmosférické mezní vrstvy na emise amoniaku ze zemědělských staveb@0.9586
Skupina 2@word2vec_(glove-twitter-25)@LM2015084@2@refractory materials; thermal processing; biomass; biomass@Vývoj žárovzdorných keramických materiálů pro agregáty termického zpracování biomasy a bioodpadů@0.9493
Skupina 2@word2vec_(glove-twitter-25)@LM2015084@3@technological process; drainage; water; sewerage; outflow@Zpracování technologického postupu eliminace drenážního efektu kanalizací@0.9489
Skupina 2@word2vec_(glove-twitter-25)@LM2015084@4@fungal ecology; high-throughput sequencing; molecular marker; metaanalysis; soil; distribution; community ecology@Společenstva hub v prostředí: využití nových molekulárních markerů a metaanalýz pro výzkum ekologie a biogeografie hub@0.9485
Skupina 2@word2vec_(glove-twitter-25)@LM2015084@5@soil contamination; heavy metals; physiology@Vliv ingesce půd,antropogenně kontaminovaných těžkými kovy,na změny biochemických a fyziologických parametrů laboratorního potkana@0.9457
Skupina 2@word2vec_(glove-twitter-25)@QJ1630210@0@livestock; genetically valuable breeds of Czech origin; agrobiodiverzity; infectious diseases diagnostics; bacteria; viruses; database; reference strains@Certifikovaná kolekce referenčních kmenů virových a bakteriálních patogenů pro diagnostiku významných onemocnění skotu, prasat, ovcí, koz, koní, drůbeže, králíků, ryb a včel s ohledem na udržitelnost chovu cenných domácích plemen hospodářských zvířat@1.0
Skupina 2@word2vec_(glove-twitter-25)@QJ1630210@1@markers of metabolic syndrom; obesity; children; atherosclerosis; genetic@Genetika a faktory životního stylu u dětí s markery metabolického snydromu a jejich rodinných příslušníků, diagnostika a ovlivnění. - II@0.967
Skupina 2@word2vec_(glove-twitter-25)@QJ1630210@2@Distribution of ticks; invasive tick species; tick borne pathogens; babesiosis; borreliosis; anaplasmosis; tick borne encephalitis; new and neglected risks; domestic animals; livestock; humans; diagnostics; mapping; molecular epidemiology@Šíření klíšťat a klíšťaty přenášených onemocnění: nová a opomíjená rizika pro domácí a hospodářská zvířata a člověka@0.9648
Skupina 2@word2vec_(glove-twitter-25)@QJ1630210@3@Genetically conditioned variability; forest tree species; ecotype; population; genetic inventory; DNA analyses; legislation@Ověření geneticky podmíněné proměnlivosti významných populací lesních dřevin, včetně genetické inventarizace vybraných ekotypů, jako podklad pro aktualizaci souvisejících legislativních předpisů@0.9641
Skupina 2@word2vec_(glove-twitter-25)@QJ1630210@4@fish; common carp; biodiversity; microsatellites; genetics; genetic variability; breed; reproduction; artificial spawning@Zachování biodiverzity u kulturních plemen kapra obecného.@0.9625
Skupina 2@word2vec_(glove-twitter-25)@QJ1630210@5@water pollution; ecosystems; WFD; dangerous substances; nutrients; eutrofication; stable isotopes; biomarkers; vadose zone; contaminated sites; ecotoxicology; radionuclides; fish; microbiology; environmental indicators@Antropogenní tlaky na stav půd, vodní zdroje a vodní ekosystémy v české části mezinárodního povodí Labe@0.9625
Skupina 2@word2vec_200@GA13-20613S@0@Financial Sector Supervisory Models; Macroprudential Supervision; Systemic Risk Monitoring; Equilibrium Credit Growth; Non-performing Loans’ Dynamics@Institucionální struktura dohledu nad finančními službami a monitorování systémového rizika ve střední Evropě@1.0
Skupina 2@word2vec_200@GA13-20613S@1@Exchange Rate Risk Measurement; Value-at-Risk; Nonstandard Models@Systém kurzové prevence@0.9983000159263611
Skupina 2@word2vec_200@GA13-20613S@2@multivariate quantile; regression quantile; risk measurement; conditional heteroscedasticity@Mnohorozměrné regresní kvantily v ekonometrii@0.998199999332428
